id,keyword,location,text
5006,earthquake,"Québec, Canada",Hunh. Turns out the epicentre of this morning's earthquake was mere miles from our place. I guess that's why the pr… https://t.co/rFDx59emTL
5007,earthquake,"Toronto, CANADA",Funny story about today’s earthquake: Natural Resources Canada says its epicentre was just south of the U.S. border. The USGS…
5008,earthquake,"Charlottetown, Prince Edward Island","Want to receive $15,000 in funding &amp; entrepreneurial training to help commercialize your research? Attend a …"
5009,earthquake,Montreal,Funny story about today’s earthquake: Natural Resources Canada says its epicentre was just south of the U.S. border… https://t.co/841luXWTmQ
5010,earthquake,,"Cudgewa in the epicentre of the fires near Corryong, all pasture paddocks burnt , houses burnt , stock losses , cat… https://t.co/Q7Tcsn6jyR"
5011,earthquake,"Brisbane, Australia",Swiss Naturopaths needed for a ground-breaking study of Naturopathic practice. Find out more at: https://t.co/joSbtKl…
5012,earthquake,Australia,Swiss Naturopaths needed for a ground-breaking study of Naturopathic practice. Find out more at:… https://t.co/kmovZWPmvC
5013,earthquake,"Canada, Deutschland","The epicentre was located 65 kilometres southwest of the Montérégie region in Chateaugay, N.Y. https://t.co/fVBd3fi6tR"
5014,earthquake,England,"Excellent report. With forward by : ""In a State where corruption lies at the epicentre of power, all our…"
5015,earthquake,"Kota,rajasthan","#StephensCollege... DAMN IT... Now the #Epicentre is Shifted out of JNU To St.Stephens College... Talk Sense, U Protest…"
5016,earthquake,Southerner #GeordieByChoice,Congratulations. I always described the first few weeks as living in a parallel universe in your u… https://t.co/WwfUGouJzr
5017,earthquake,Charlotte North Carolina,So excited for Unknown Artists Band Live at the Epicentre Jan 24th! You can grab your tickets HERE&gt;… https://t.co/IZGIvKfNmb
5693,fire,,It’s not game. Race time is serious business. https://t.co/SJZ7i4Y3n3
5694,fire,Lüneburg,Rising steel prices in Bangladesh fan the flames of a hot demo market. https://t.co/zmBsga7xRx #shiprecycling
5695,fire,"New Delhi, India",It is rumored that #Flames music video will be out soon..we know wat soon means wen its bout zayn 🤣🤣🤦‍♂️ Meanwhile vote…
5696,fire,,"One It, let us rise again with renewed effort to reach for our 11 boys’ dreams, OUR dream. Let us not give in and fight wit…"
5697,fire,Head Office London UK,They know just trying to fan the… https://t.co/j9umzqlwhg
5698,fire,Your mansion.,"(The burning flames of unbridled passion! Or... wait, how about the passionate flames of unbridled burning?)"
5699,fire,,Can barely see the trams behind us on Collins St and we're fortunate enough to be nowhere close to the flames. This is how we comm…
5700,fire,,"Communal violence in Telangana's Bhainsa: -Stone pelting -Vehicles set on fire -Now, media reported 18 houses set on fire…"
5701,fire,"Venice, FL",Fake 'intelligence' broadcast by Fox News may have played a role in the downing of the Ukrainian commercial airliner by t…
5702,fire,,Thank you for all that you have been doing for the Amazon. I would love for you to see our #TheEdgeOfDemocrac…
5703,fire,Around the corner  :'),Heart break hurts but have you ever swallowed oshithima oshipy then it shows you flames in the chest?
5704,fire,,Flames mv is coming soon 😱😱😱 Zayn love u ❤️🎉 via ©underwondercontent #Trampoline #BestRemix #iHeartAwards https://t.c…
5705,fire,India,This was just #Chhapaak &amp; for the stunt #DeepikaPadukone did by standing with #JNU leftist gоons. DONT FORGET there is a long…
5706,fire,"Cameraygal Land, Australia","""There's so much work gone up in flames. If there is an average of 50-60,000 bees per hive, it's a lot of bees that have gone u…"
5707,fire,España,RT IncendiosES: Australia 🇦🇺 fires: What's being done to fight the flames? https://t.co/4jE4xzYQSL… https://t.co/tptZ8mgH23
5708,fire,Surrey,"""#Moody #DarkArt"" by Shawn O'Brien #DigitalArt #Gallery: https://t.co/ikaeX0vA9k Image info, #prints: 1 https://t.co/J…"
5709,fire,"Bangkok, Thailand","Amazing to see a huge colony of bats flying across Batemans Bay, away from bushfire ravaged forest towards Cullendu… https://t.co/KBBeKmFyLW"
5710,fire,,Oh dear......let’s stoke the flames of divisiveness some more.....smh
5711,fire,OMWTFYB,Left side flames boi https://t.co/Vyp3NihJgp
5712,fire,511 Kinderheim,Whole tape is flames
5713,fire,,Volunteer firefighter in a tiny village in southeastern Australia - among the places hardest hit by the country's devastating wildf…
5714,fire,"Miami, FL",Breaking Faux Knews : Maralago attacked by Russian-made Iranian planes secretly ordered by former President Obama ....…
5715,fire,New England,"Oh for sure, Trump's head is going to burn real flames."
5716,fire,"Perth, Western Australia",Phoenix from the Flames -Eddie Cavanagh🤣🤣
5805,flood,Deutschland,…. Islamic Republic has no more than 15-20% support base among the 80 million people of Iran. When called upon they floo…
5806,flood,"Glounthaune,Cork-Malaga,Spain","When Cork decides to build the #CorkTidalBarrier flood warnings from tidal flooding will become a thing of the past ""Are…"
5807,flood,"UK

",To those of us that are having a quiet night in on the 31st. How about we flood twitter with our People’s Vote March pict…
5808,flood,baby,When the oceans rise and thunders roar I will soar with You above the storm Father You are king over the flood I will be stil…
5809,flood,"High Desert, CA",Dems are trying to restrict Pres. Trump's military action with Iran. Let's FLOOD their offices with petition signatures from Pa…
5810,flood,,Sorry for the flood !! But alpha Eta set it owt last night !!! Happy founders day !! 🐘🐶 https://t.co/g3VJT6y3l6
5811,flood,UK,Bristol Road Flood Protection Monitoring https://t.co/odnT8pflQ9
5812,flood,"Selangor, Malaysia",Allah tested; Nuh with flood Isa with poverty Musa with tyrant Ibrahim with a fire Harun with betrayal Sulayman with power…
5813,flood,"Birmingham, West Midlands",Flood Protection Monitoring on 14 Jan 2020 08:50 https://t.co/19o57dWROj
5814,flood,"Leeds, UK",He's already done ten minutes on flood risk
5815,flood,lagos,"When you open the door to self pity , to blame, all kinds of negative thoughts will flood your mind"
5816,flood,"Arizona, USA",Explain how this works. You demand the minimum wage for all workers be $15.00/hour! Then you flood the labor market with…
5817,flood,United Kingdom,Flood Alert: The Suffolk and Essex coast from Felixstowe to Clacton 08:18 14 January https://t.co/vPLmFBDWAW
5818,flood,,"Something really wishes you wouldn't know: that IAF gross negligence damaged 8 F-16s, compromising a key ele…"
5819,flood,"Cardiff, Wales","The New York Times' Editorial Board wants to hear from you about who you endorse for President. Let's flood this one, #Ya…"
5820,flood,United Kingdom,Flood Alert: The Essex coast from Clacton to and including 08:26 14 January https://t.co/yTfpxd6p4z
5821,flood,"Columbus, MS",NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/IBeIHPSqUa
5822,flood,Mississippi,NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/103TwlZagN
5823,flood,Mississippi,NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/2XoLUbYwbL
5824,flood,USA,NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/NzfUgq0Zee
5825,flood,"Columbus, MS",NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/ShgH4yjn8I
5826,flood,"England, United Kingdom",#RRE is undervalued by at least £15 currently. Even if the company was sat at £36 I'd still be holding as I believe the next…
5827,flood,Калининград,An F-16 jet in a flooded hangar at Hatzor Airbase in Israel near Ashdod. Eight F-16 fighter jets were damaged during the f…
5828,flood,,Katana Kami: A Way of the Samurai new details and screenshots on swordsmith cycle and Flood of Customers modes https://t…
5829,flood,"Melbourne, Australia","'Alice Bishop’s short story collection, A Constant Hum, tells fictional stories of the Black Saturday bushfires ... Alice…"
5830,flood,,DEV - Flood Warning until 1/14 1:30AM CST for Attala https://t.co/KWaRCnZfik
5831,flood,Brighton,"Our CEO, Justin Butler, Ph.D. will be presenting at Space to Connect in London tomorrow. This free to attend Space Applica…"
5832,flood,,donations were also made towards Aksi Cepat Tanggap through Indonesia Dermawan to support the many workers and victims of th…
5833,flood,,everyone please flood LYSN with lots of support messages 🥺🥺 I didn’t expect to wake up with more hate messages from kfans…
5834,flood,United States,SHAME ON CBN for Helping To Flood Texas With Refugees! The World Relief Corporation (WR) is a phony un-elected non-profit tha…
5835,flood,Islamic Republic of Iran,Iran is in a real chaos these days and bad news comes every day todays: Flood in Sistan &amp; Baluchestan And as usual… https://t.co/LJBjriY99k
5836,flood,somewhere in northern Italy,"When the oceans rise and thunders roar, I will soar with You above the storm, Father, You are king over the flood, I will…"
5837,flood,"Lytham , Lytham St Annes",UK: Muslim lawyer for ISIS bride asks his followers to flood radio show’s phone lines to avoid hard questions. This it…
5838,flood,,Please watch this and flood the comment section with #KaoRhys! Ipakita ang excitement sa #ToChiko at #HesIntoHer! Link:…
5839,flood,Malaysia,"😭😭😭😭😭 Just looking at this, our tears can flood the whole KL maybe😭😭😭😭😭 #새로운_엑스원_결성지지 #bring_back_NEWX1 https://t.co/G70Kn7ks…"
5840,flood,"Memphis, Tennessee",has Issued a Small Stream Flood Advisory. https://t.co/t9pG7m34lY #arwx #mowx #mswx #tnwx https://t.co/tIMBMiOAei
5841,flood,"Moray, Scotland",Storm Brendan’s gale-force winds will impact coastal Scotland Monday to Wednesday. Spray and wave overtopping may bring fl…
5842,flood,,"""Tagged you"" ""Mentioned you"" ""Fast replies"" ""Flood messages"" I want that shit"
5843,flood,,"I wish we could have a steel cage death match between the MAGAts, the Bernie Bros and the Mayosapiens. On second thou…"
5844,flood,"Nanaimo, B.C.",Flood away! Your posts always bring a much needed smile to my face. ❤️
5845,flood,,If that had been the case then this would have made the whole place flood https://t.co/5A9L4XjLgD
5846,flood,"San Antonio, TX",BREAKING NEWS: It turns out to be penis inspection MONTH so femboys/traps make sure to FLOOD my dms so I can make… https://t.co/htmntUWEBq
5847,flood,"Mississippi, USA","MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/UvSKLsDh0S"
5848,flood,"Oxford, MS","MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/hfkRWBRr9c"
5849,flood,"Memphis, TN","MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/JrxCSv8FRz"
5850,flood,"Memphis, Tennessee, USA","MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/iCFIL3842g"
5851,flood,Jackson Mississippi,"MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/bgdH5ro5nn"
5852,flood,"Pontianak, Kalimantan Barat.",1 week into 2020: 1. Flood in Jkt 2. Fire in Australia 3. WW3 madness and now... Reynhard Sinaga Damn...2020 needs to ch…
5853,flood,Hell,Alexisonfire Release Moody New Track 'Season of the Flood' : https://t.co/Dk46Zzrdk8
5854,flood,"Paris, France","What is slow fashion? Why should you care? How can you get started? Slow Fashion stylist, Jenna Flood AKA the Ironic Mi…"
5855,flood,,Sleeping Through The Flood - Sticky Fingers https://t.co/oYSjEw6kmv
5856,flood,"Wake County, North Carolina",Donald Trump told Ingraham that CEOs want only a small no. of extraordinary foreign graduates. But fedl. data shows that…
5857,flood,"Quezon City, Philippines","Kinda reminds me of the time one guy drove his car into waist-deep flood, then blamed authorities for not informing… https://t.co/DygIbT3NgS"
